quarter,year,qtr,OilThreat,OilAct,ThreatOnly,ActOnly,ThreatAct,AnyOilEvent,OilRealization,StrictSupplyDisruption,ChokepointShippingRisk,EnergySanction,ProducerRegionRisk,OilSpecificShock,OilSpecificRealizedShock,OilSpecificThreatShock,OilThreat_EventOnset,OilAct_EventOnset,OilRealization_EventOnset,OilThreatOnly_EventOnset,OilActOnly_EventOnset,OilThreatAct_EventOnset,AnyOilEvent_EventOnset,OilSpecificShock_EventOnset,OilSpecificRealizedShock_EventOnset,OilSpecificThreatShock_EventOnset,StrictSupplyDisruption_EventOnset,SupplyDisruptionRealized_EventOnset,ChokepointShippingRisk_EventOnset,ChokepointThreatOnly_EventOnset,EnergySanction_EventOnset,ProducerRegionRisk_EventOnset,OilThreat_RisingOnset,OilAct_RisingOnset,AnyOilEvent_RisingOnset,OilSpecificShock_RisingOnset,OilSpecificRealizedShock_RisingOnset,StrictSupplyDisruption_RisingOnset,COVID_2020,COVID_2020_2021,onset_event_names,realized_oil_shock_onset_names,n_events,n_threat_events,n_act_events,n_event_level_ThreatOnly,n_event_level_ActOnly,n_event_level_ThreatAct,quarter_overlap_type,max_oil_relevance,event_ids,event_names,regions,event_types,rationales,source_urls,EventEpisodeOnset,n_AnyOilEvent_EventOnset,n_OilThreat_EventOnset,n_OilAct_EventOnset,n_OilRealization_EventOnset,ThreatOnly_EventOnset,n_ThreatOnly_EventOnset,ActOnly_EventOnset,n_ActOnly_EventOnset,ThreatAct_EventOnset,n_ThreatAct_EventOnset,n_StrictSupplyDisruption_EventOnset,n_ChokepointShippingRisk_EventOnset,n_EnergySanction_EventOnset,n_ProducerRegionRisk_EventOnset,n_OilSpecificShock_EventOnset,n_OilSpecificRealizedShock_EventOnset,n_OilSpecificThreatShock_EventOnset,n_StrictSupplyDisruption,n_ChokepointShippingRisk,n_EnergySanction,n_ProducerRegionRisk,n_OilSpecificRealizedShock,n_OilSpecificThreatShock,OilRealization_RisingOnset,ThreatOnly_RisingOnset,ActOnly_RisingOnset,ThreatAct_RisingOnset,ChokepointShippingRisk_RisingOnset,EnergySanction_RisingOnset,ProducerRegionRisk_RisingOnset,OilSpecificThreatShock_RisingOnset
2016Q2,2016,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,Niger Delta Avengers / Nigerian oil infrastructure attacks,Niger Delta Avengers / Nigerian oil infrastructure attacks,1,1,1,0,0,1,same_event_or_episode_overlap,high,E020,Niger Delta Avengers / Nigerian oil infrastructure attacks,Nigeria / Niger Delta,militant_attacks_supply_disruption,Actual militant attacks plus continuing threat to oil infrastructure; EIA expected Nigerian production to remain depressed through 2017 because of militant attacks.,https://www.eia.gov/todayinenergy/detail.php?id=27572,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
2016Q3,2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016Q4,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017Q1,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017Q2,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017Q3,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017Q4,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018Q1,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018Q2,2018,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,U.S. withdrawal from JCPOA and reimposition path for Iran oil sanctions,U.S. withdrawal from JCPOA and reimposition path for Iran oil sanctions,1,1,1,0,0,1,same_event_or_episode_overlap,high,E021,U.S. withdrawal from JCPOA and reimposition path for Iran oil sanctions,Iran,energy_sanctions_reimposed_threat,Sanctions policy action plus threat to future Iranian oil exports; oil relevance through Iran exports and Hormuz risk.,https://www.eia.gov/international/analysis/country/irn/background,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
2018Q3,2018,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018Q4,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019Q1,2019,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,U.S. sanctions on Venezuela / PdVSA,U.S. sanctions on Venezuela / PdVSA,1,0,1,0,1,0,act_only,high,E022,U.S. sanctions on Venezuela / PdVSA,Venezuela,energy_sanctions_implemented,Act-only by narrative rule: sanctions implementation affecting Venezuela's oil industry/imports; EIA expected 2019 declines to accelerate as sanctions-related deadlines passed.,https://www.eia.gov/todayinenergy/detail.php?id=39532,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
2019Q2,2019,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,Iran oil-sanctions waivers expire and Gulf of Oman tanker attacks,Iran oil-sanctions waivers expire and Gulf of Oman tanker attacks,1,1,1,0,0,1,same_event_or_episode_overlap,high,E023,Iran oil-sanctions waivers expire and Gulf of Oman tanker attacks,Iran / Gulf of Oman / Strait of Hormuz,sanctions_and_tanker_attacks,Waivers expired in May 2019 and tanker attacks occurred in June; EIA notes Iranian exports fell after waiver expiry and Reuters reports tanker attacks drove up oil prices and confrontation risk.,https://www.eia.gov/international/analysis/country/irn/background | https://www.reuters.com/article/world/us-blames-iran-for-tanker-attacks-in-gulf-of-oman-iran-rejects-assertion-idUSKCN1TE0MD/,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
2019Q3,2019,3,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Abqaiq-Khurais attack on Saudi Aramco,Abqaiq-Khurais attack on Saudi Aramco,1,1,1,0,0,1,same_event_or_episode_overlap,very_high,E024,Abqaiq-Khurais attack on Saudi Aramco,Saudi Arabia,oil_facility_attack_supply_disruption,"Actual oil facility attack plus continuing escalation risk; EIA says Abqaiq capacity was about 7 million b/d, about 7% of global crude production capacity.",https://www.eia.gov/todayinenergy/detail.php?id=41413,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2019Q4,2019,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020Q1,2020,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,U.S. killing of Qasem Soleimani and Iran-U.S. escalation | Libya blockade closes export ports and major fields,U.S. killing of Qasem Soleimani and Iran-U.S. escalation | Libya blockade closes export ports and major fields,2,2,2,0,0,2,same_event_or_episode_overlap,high,E025 | E026,U.S. killing of Qasem Soleimani and Iran-U.S. escalation | Libya blockade closes export ports and major fields,Iran / Iraq / Persian Gulf | Libya,military_escalation_supply_risk | port_blockade_supply_disruption,"Actual military action plus supply-disruption risk; EIA uses this episode to illustrate how disruption risk can immediately affect oil prices even without barrels removed. | Realized blockade/shut-in plus continuing civil-war risk; EIA says Libya output fell to around 100,000 b/d after ports closed and fields were shut in.",https://www.eia.gov/todayinenergy/detail.php?id=42675 | https://www.eia.gov/outlooks/steo/archives/apr20.pdf | https://www.eia.gov/todayinenergy/detail.php?id=45437,1,2,2,2,2,0,0,0,0,1,2,1,1,0,2,2,2,2,1,1,0,2,2,2,1,0,0,1,1,0,1,1
2020Q2,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020Q3,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020Q4,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021Q1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021Q2,2021,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021Q3,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021Q4,2021,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022Q1,2022,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,Russia's full-scale invasion of Ukraine,Russia's full-scale invasion of Ukraine,1,1,1,0,0,1,same_event_or_episode_overlap,very_high,E027,Russia's full-scale invasion of Ukraine,Russia / Ukraine / Europe,war_begins_energy_sanctions_risk,Actual invasion plus continuing sanctions/export risk; EIA says geopolitical risk related to Russia's further invasion contributed to higher and more volatile crude oil prices.,https://www.eia.gov/todayinenergy/detail.php?id=55020,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
2022Q2,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022Q3,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022Q4,2022,4,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,EU embargo and G7 price cap on Russian crude oil begins,EU embargo and G7 price cap on Russian crude oil begins,1,1,1,0,0,1,same_event_or_episode_overlap,high,E028,EU embargo and G7 price cap on Russian crude oil begins,Russia / Europe / G7,energy_sanctions_implemented,Energy sanctions implementation plus continuing export/rerouting threat; EU/G7 caps applied from 5 Dec 2022 for crude oil.,https://www.consilium.europa.eu/en/policies/sanctions-against-russia-explained/ | https://www.eia.gov/international/overview/country/RUS,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
2023Q1,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Q2,2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Q3,2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Q4,2023,4,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,Hamas attack on Israel and Israel-Gaza war risk premium | Houthi Red Sea / Bab el-Mandeb shipping attacks begin,Hamas attack on Israel and Israel-Gaza war risk premium | Houthi Red Sea / Bab el-Mandeb shipping attacks begin,2,2,2,0,0,2,same_event_or_episode_overlap,high,E029 | E030,Hamas attack on Israel and Israel-Gaza war risk premium | Houthi Red Sea / Bab el-Mandeb shipping attacks begin,Israel / Gaza / Middle East | Red Sea / Bab el-Mandeb / Yemen,terrorist_act_and_regional_war_risk | shipping_route_attacks,"Terrorist act and war escalation risk; IEA says the 7 Oct attack caused traders to price a $3-4/bbl risk premium, though without direct physical supply impact. | Actual attacks and continuing chokepoint threat; EIA notes late-2023 Red Sea attacks raised insurance costs, rerouting and Brent price pressure.",https://www.iea.org/reports/oil-market-report-october-2023 | https://www.eia.gov/todayinenergy/detail.php?id=61142,1,2,2,2,2,0,0,0,0,1,2,0,2,0,0,2,2,2,0,2,0,0,2,2,1,0,0,1,1,0,0,1
2024Q1,2024,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Red Sea disruption intensifies; U.S.-UK strikes against Houthi targets,Red Sea disruption intensifies; U.S.-UK strikes against Houthi targets,1,1,1,0,0,1,same_event_or_episode_overlap,high,E031,Red Sea disruption intensifies; U.S.-UK strikes against Houthi targets,Red Sea / Yemen,shipping_route_military_escalation,Continuing route attacks and military escalation; EIA reports crude oil flows through Bab el-Mandeb fell in December and shipping times/freight rates increased.,https://www.eia.gov/todayinenergy/detail.php?id=61363,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2024Q2,2024,2,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Iran-Israel direct missile/drone exchange and regional escalation risk,Iran-Israel direct missile/drone exchange and regional escalation risk,1,1,1,0,0,1,same_event_or_episode_overlap,high,E032,Iran-Israel direct missile/drone exchange and regional escalation risk,Iran / Israel / Persian Gulf,military_escalation_chokepoint_threat,Actual direct attack plus continuing escalation/Hormuz risk; Reuters notes Brent reached recent highs before Iran's response and then retreated after damage proved limited.,https://www.reuters.com/business/energy/oil-prices-rise-israel-weighs-response-iran-attack-2024-04-16/ | https://www.eia.gov/international/analysis/special-topics/World_Oil_Transit_Chokepoints,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
2024Q3,2024,3,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,Libya political dispute shuts oilfields/ports,Libya political dispute shuts oilfields/ports,1,1,1,0,0,1,same_event_or_episode_overlap,high,E033,Libya political dispute shuts oilfields/ports,Libya,political_shutdown_supply_disruption,Actual oilfield/port shutdown and continuing political risk; Reuters reported major Libyan ports halted exports and production fell sharply in Aug-Sep 2024.,https://www.reuters.com/world/africa/libyas-eastern-based-government-close-all-oilfields-2024-08-26/ | https://www.eia.gov/international/analysis/country/LBY,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2024Q4,2024,4,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,1,0,0,1,same_event_or_episode_overlap,high,E034,Red Sea oil flows remain significantly reduced,Red Sea / Bab el-Mandeb,shipping_route_disruption_continuation,Continuing actual route disruption and threat; EIA says oil flows through Bab el-Mandeb averaged 4.0 million b/d through Aug 2024 versus 8.7 million b/d in 2023.,https://www.eia.gov/todayinenergy/detail.php?id=63446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2025Q1,2025,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,New U.S./UK Russia oil sanctions and shadow-fleet measures,New U.S./UK Russia oil sanctions and shadow-fleet measures,1,1,1,0,0,1,same_event_or_episode_overlap,high,E035,New U.S./UK Russia oil sanctions and shadow-fleet measures,Russia / global tanker market,energy_sanctions_escalation,Energy sanctions act plus continuing export threat; EIA Russia overview reports new U.S./UK measures in Jan 2025 supporting existing price caps/export bans.,https://www.eia.gov/international/overview/country/RUS,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
2025Q2,2025,2,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Israel strikes Iran; U.S. strikes Iran; Iran response and ceasefire | Strait of Hormuz risk highlighted amid regional conflict,Israel strikes Iran; U.S. strikes Iran; Iran response and ceasefire,2,2,1,1,0,1,same_event_or_episode_overlap,very_high,E036 | E037,Israel strikes Iran; U.S. strikes Iran; Iran response and ceasefire | Strait of Hormuz risk highlighted amid regional conflict,Iran / Israel / Strait of Hormuz | Strait of Hormuz,military_strikes_chokepoint_threat | chokepoint_threat,Actual strikes plus Hormuz/supply-disruption threat; IEA says Brent rallied after Israel's 13 June strikes; EIA says after U.S. strikes and Iran response a ceasefire reduced Middle East supply-disruption risk. | Threat-only coding for the transport-risk component: EIA says Hormuz carried about 20% of global petroleum liquids consumption in 2024 and remained critical in 2025Q1.,https://www.iea.org/reports/oil-market-report-june-2025 | https://www.eia.gov/todayinenergy/detail.php?id=65884 | https://www.eia.gov/todayinenergy/detail.php?id=65504 | https://www.iea.org/about/oil-security-and-emergency-response/strait-of-hormuz,1,2,2,1,1,1,1,0,0,1,1,0,2,0,2,2,1,2,0,2,0,2,1,2,0,0,0,0,1,0,0,0
2025Q3,2025,3,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,EU 18th sanctions package lowers Russia oil price cap and targets shadow fleet,EU 18th sanctions package lowers Russia oil price cap and targets shadow fleet,1,1,1,0,0,1,same_event_or_episode_overlap,high,E038,EU 18th sanctions package lowers Russia oil price cap and targets shadow fleet,Russia / EU / global tanker market,energy_sanctions_escalation,Energy sanctions implementation plus continuing export/rerouting threat; EIA notes the EU 18th package in July 2025 lowered Russia oil price cap and increased shadow-fleet measures.,https://www.eia.gov/international/overview/country/RUS,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
2025Q4,2025,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,none,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
